resp,size,size.sel,expl,selected,count.sel,cv_prop,elpd,elpd.lq,elpd.uq,elpd.se,diff,diff.lq,diff.uq,diff.se
D01,25,3,A03,FALSE,0,0.777120315581854,-680.836979276632,-692.58406189872,-669.089896654543,7.14171913513093,-3.96595494863268,-5.67361080920246,-2.2582990880629,1.03818104698757
D01,Inf,3,,,,,-680.187989977333,-692.051905373979,-668.324074580686,7.21274841861438,-3.31696564933363,-5.15926230361009,-1.47466899505716,1.12003683737557
D02,0,1,,,,,-656.990549732619,-676.56280418271,-637.418295282528,11.8990858088482,-45.4118778753847,-58.8740475923497,-31.9497081584196,8.18441805178464
D02,1,1,B38,TRUE,3,1,-626.709753935264,-647.581435619502,-605.838072251027,12.6890814734198,-15.1310820780299,-22.4663056132821,-7.79585854277778,4.45949926185656
D02,2,1,A36,FALSE,1,0.956607495069034,-625.258833885739,-646.212398687702,-604.305269083775,12.7388628742597,-13.6801620285046,-19.5970263000897,-7.76329775691949,3.59719805740481
D02,3,1,F15,FALSE,2,0.891518737672584,-624.596776586577,-645.660300322031,-603.533252851122,12.8057131591053,-13.0181047293422,-17.1464839896359,-8.88972546904853,2.50987637601841
D02,4,1,B13,FALSE,0,0.867850098619329,-620.950354720851,-642.236033075544,-599.664676366159,12.9407735776117,-9.37168286361668,-11.7220800349611,-7.02128569227231,1.42894001802491
D02,5,1,A23,FALSE,1,1,-611.578671857234,-632.29304708967,-590.864296624799,12.593445941343,0,0,0,0
D02,6,1,B04,FALSE,0,0.719921104536489,-620.52261258321,-641.482452909721,-599.562772256698,12.7426781222824,-8.9439407259755,-10.7333564834435,-7.15452496850749,1.08788753488325
D02,7,1,D32,FALSE,0,0.698224852071006,-620.815219406189,-641.694072226805,-599.936366585572,12.6934412147742,-9.2365475489542,-11.4759864591102,-6.99710863879823,1.36148218507837
D02,8,1,A37,FALSE,1,0.757396449704142,-619.55051927678,-640.257187862464,-598.843850691095,12.5887606327998,-7.9718474195452,-10.4375069612082,-5.50618787788221,1.49901456352246
D02,9,1,B14,FALSE,0,0.942800788954635,-618.232493569558,-639.003145591716,-597.4618415474,12.627659800133,-6.65382171232346,-9.70488441084004,-3.60275901380688,1.85491441215431
D02,10,1,C04,FALSE,1,1,-611.929019867511,-632.422072007406,-591.435967727616,12.458891055173,-0.350348010276552,-3.8178536858239,3.1171576652708,2.10809376514185
D02,11,1,D34,FALSE,1,0.481262327416174,-617.157293061226,-637.933997140105,-596.380588982346,12.6313391893638,-5.57862120399129,-9.38518344225014,-1.77205896573245,2.31422551884682
